[2026-03-01 21:02:26] [INFO] Загрузка тарифов ProxyAPI (pricing/list)...
[2026-03-01 21:02:26] [SUCCESS] Тарифы загружены | models=60
[2026-03-01 21:02:26] [INFO] Агент запущен и слушает | ('127.0.0.1', 8765)
[2026-03-01 21:02:27] [INFO] Клиент подключился | ('127.0.0.1', 64500)
[2026-03-01 21:02:27] [INFO] Клиент отключился | ('127.0.0.1', 64500)
[2026-03-01 21:02:27] [INFO] Клиент подключился | ('127.0.0.1', 64501)
[2026-03-01 21:02:27] [INFO] Клиент отключился | ('127.0.0.1', 64501)
[2026-03-01 21:02:27] [INFO] Клиент подключился | ('127.0.0.1', 64502)
[2026-03-01 21:02:27] [INFO] Клиент отключился | ('127.0.0.1', 64502)
[2026-03-01 21:02:27] [INFO] Клиент подключился | ('127.0.0.1', 64503)
[2026-03-01 21:02:27] [INFO] Клиент отключился | ('127.0.0.1', 64503)
[2026-03-01 21:02:41] [INFO] Клиент подключился | ('127.0.0.1', 64510)
[2026-03-01 21:02:44] [INFO] Клиент отключился | ('127.0.0.1', 64510)
[2026-03-01 21:02:44] [INFO] Клиент подключился | ('127.0.0.1', 64513)
[2026-03-01 21:02:44] [INFO] Клиент отключился | ('127.0.0.1', 64513)
[2026-03-01 21:03:05] [INFO] Клиент подключился | ('127.0.0.1', 64519)
[2026-03-01 21:03:06] [INFO] Клиент отключился | ('127.0.0.1', 64519)
[2026-03-01 21:03:06] [INFO] Клиент подключился | ('127.0.0.1', 64521)
[2026-03-01 21:03:06] [INFO] Клиент отключился | ('127.0.0.1', 64521)
[2026-03-01 21:03:35] [INFO] Клиент подключился | ('127.0.0.1', 64526)
[2026-03-01 21:03:36] [INFO] Клиент отключился | ('127.0.0.1', 64526)
[2026-03-01 21:03:36] [INFO] Клиент подключился | ('127.0.0.1', 64528)
[2026-03-01 21:03:36] [INFO] Клиент отключился | ('127.0.0.1', 64528)
[2026-03-01 21:04:48] [INFO] Клиент подключился | ('127.0.0.1', 63725)
[2026-03-01 21:04:48] [INFO] Клиент отключился | ('127.0.0.1', 63725)
[2026-03-01 21:04:48] [INFO] Клиент подключился | ('127.0.0.1', 63726)
[2026-03-01 21:04:48] [INFO] Клиент отключился | ('127.0.0.1', 63726)
[2026-03-01 21:04:48] [INFO] Клиент подключился | ('127.0.0.1', 63727)
[2026-03-01 21:04:48] [INFO] Клиент отключился | ('127.0.0.1', 63727)
[2026-03-01 21:04:48] [INFO] Клиент подключился | ('127.0.0.1', 63728)
[2026-03-01 21:04:48] [INFO] Клиент отключился | ('127.0.0.1', 63728)
[2026-03-01 21:05:05] [INFO] Клиент подключился | ('127.0.0.1', 63736)
[2026-03-01 21:05:09] [INFO] Клиент отключился | ('127.0.0.1', 63736)
[2026-03-01 21:05:09] [INFO] Клиент подключился | ('127.0.0.1', 63739)
[2026-03-01 21:05:09] [INFO] Клиент подключился | ('127.0.0.1', 63738)
[2026-03-01 21:05:09] [INFO] Клиент отключился | ('127.0.0.1', 63739)
[2026-03-01 21:05:09] [INFO] Клиент отключился | ('127.0.0.1', 63738)
[2026-03-01 21:14:58] [INFO] Загрузка тарифов ProxyAPI (pricing/list)...
[2026-03-01 21:14:59] [SUCCESS] Тарифы загружены | models=60
[2026-03-01 21:14:59] [INFO] Агент запущен и слушает | ('127.0.0.1', 8765)
[2026-03-01 21:15:17] [INFO] Клиент подключился | ('127.0.0.1', 64087)
[2026-03-01 21:15:17] [INFO] Клиент отключился | ('127.0.0.1', 64087)
[2026-03-01 21:15:17] [INFO] Клиент подключился | ('127.0.0.1', 64088)
[2026-03-01 21:15:17] [INFO] Клиент отключился | ('127.0.0.1', 64088)
[2026-03-01 21:15:17] [INFO] Клиент подключился | ('127.0.0.1', 64089)
[2026-03-01 21:15:17] [INFO] Клиент отключился | ('127.0.0.1', 64089)
[2026-03-01 21:15:17] [INFO] Клиент подключился | ('127.0.0.1', 64090)
[2026-03-01 21:15:17] [INFO] Клиент отключился | ('127.0.0.1', 64090)
[2026-03-01 21:15:21] [INFO] Клиент подключился | ('127.0.0.1', 64097)
[2026-03-01 21:15:21] [INFO] Клиент отключился | ('127.0.0.1', 64097)
[2026-03-01 21:15:21] [INFO] Клиент подключился | ('127.0.0.1', 64098)
[2026-03-01 21:15:21] [INFO] Клиент отключился | ('127.0.0.1', 64098)
[2026-03-01 21:15:21] [INFO] Клиент подключился | ('127.0.0.1', 64099)
[2026-03-01 21:15:21] [INFO] Клиент отключился | ('127.0.0.1', 64099)
[2026-03-01 21:15:22] [INFO] Клиент подключился | ('127.0.0.1', 64101)
[2026-03-01 21:15:22] [INFO] Клиент отключился | ('127.0.0.1', 64101)
[2026-03-01 21:15:23] [INFO] Клиент подключился | ('127.0.0.1', 64102)
[2026-03-01 21:15:23] [INFO] Клиент отключился | ('127.0.0.1', 64102)
[2026-03-01 21:15:23] [INFO] Клиент подключился | ('127.0.0.1', 64103)
[2026-03-01 21:15:23] [INFO] Клиент отключился | ('127.0.0.1', 64103)
[2026-03-01 21:15:23] [INFO] Клиент подключился | ('127.0.0.1', 64104)
[2026-03-01 21:15:23] [INFO] Клиент отключился | ('127.0.0.1', 64104)
[2026-03-01 21:15:23] [INFO] Клиент подключился | ('127.0.0.1', 64105)
[2026-03-01 21:15:23] [INFO] Клиент отключился | ('127.0.0.1', 64105)
[2026-03-01 21:15:24] [INFO] Клиент подключился | ('127.0.0.1', 64106)
[2026-03-01 21:15:24] [INFO] Клиент отключился | ('127.0.0.1', 64106)
[2026-03-01 21:15:24] [INFO] Клиент подключился | ('127.0.0.1', 64107)
[2026-03-01 21:15:24] [INFO] Клиент отключился | ('127.0.0.1', 64107)
[2026-03-01 21:15:24] [INFO] Клиент подключился | ('127.0.0.1', 64108)
[2026-03-01 21:15:24] [INFO] Клиент отключился | ('127.0.0.1', 64108)
[2026-03-01 21:15:25] [INFO] Клиент подключился | ('127.0.0.1', 64109)
[2026-03-01 21:15:25] [INFO] Клиент отключился | ('127.0.0.1', 64109)
[2026-03-01 21:15:25] [INFO] Клиент подключился | ('127.0.0.1', 64110)
[2026-03-01 21:15:25] [INFO] Клиент отключился | ('127.0.0.1', 64110)
[2026-03-01 21:15:25] [INFO] Клиент подключился | ('127.0.0.1', 64111)
[2026-03-01 21:15:25] [INFO] Клиент отключился | ('127.0.0.1', 64111)
[2026-03-01 21:15:25] [INFO] Клиент подключился | ('127.0.0.1', 64112)
[2026-03-01 21:15:25] [INFO] Клиент отключился | ('127.0.0.1', 64112)
[2026-03-01 21:15:40] [INFO] Клиент подключился | ('127.0.0.1', 64117)
[2026-03-01 21:15:43] [INFO] Клиент отключился | ('127.0.0.1', 64117)
[2026-03-01 21:15:43] [INFO] Клиент подключился | ('127.0.0.1', 64119)
[2026-03-01 21:15:43] [INFO] Клиент отключился | ('127.0.0.1', 64119)
[2026-03-01 21:15:57] [INFO] Клиент подключился | ('127.0.0.1', 56671)
[2026-03-01 21:15:57] [INFO] Клиент отключился | ('127.0.0.1', 56671)
[2026-03-01 21:15:57] [INFO] Клиент подключился | ('127.0.0.1', 56673)
[2026-03-01 21:15:57] [INFO] Клиент отключился | ('127.0.0.1', 56673)
[2026-03-01 21:31:43] [INFO] Загрузка тарифов ProxyAPI (pricing/list)...
[2026-03-01 21:31:43] [SUCCESS] Тарифы загружены | models=60
[2026-03-01 21:31:43] [INFO] Агент запущен и слушает | ('127.0.0.1', 8765)
[2026-03-01 21:34:45] [INFO] Загрузка тарифов ProxyAPI (pricing/list)...
[2026-03-01 21:34:45] [SUCCESS] Тарифы загружены | models=60
[2026-03-01 21:34:45] [INFO] Агент запущен и слушает | ('127.0.0.1', 8765)
[2026-03-01 22:02:53] [INFO] Загрузка тарифов ProxyAPI (pricing/list)...
[2026-03-01 22:02:54] [SUCCESS] Тарифы загружены | models=60
[2026-03-01 22:02:54] [INFO] Агент запущен и слушает | ('127.0.0.1', 8765)
